2019-01-29T15:09:54.170, 12.921, こんにちわ，私の声が聞こえますか？
2019-01-29T15:09:57.573, 16.335, *
2019-01-29T15:13:57.670, 256.432, こんにちわ，私の声が聞こえますか？
2019-01-29T15:14:01.210, 259.972, *
2019-01-29T15:14:29.980, 288.742, 実験を開始するまでしばらくお待ちください・・
2019-01-29T15:14:33.390, 292.152, *
2019-01-29T15:14:38.828, 297.59, 今日は寒いですね．風邪など体調管理には気をつけていますか？
2019-01-29T15:14:43.871, 302.633, *
2019-01-29T15:14:52.862, 311.624, もし風邪かなと思ったら、まず体を温めるのが効果的だそうです。
2019-01-29T15:14:58.230, 316.992, *
2019-01-29T15:15:03.486, 322.248, 私の知り合いはすぐに「かっこんとう」を飲んで、体を温めるそうです。
2019-01-29T15:15:09.750, 328.512, *
2019-01-29T15:15:16.858, 335.62, あとは帰ったらすぐに、手洗いうがいをするのが、やはり効果的だそうです。
2019-01-29T15:15:22.790, 341.552, *
2019-01-29T15:15:27.734, 346.496, 試してみてください。
2019-01-29T15:15:29.610, 348.372, *
2019-01-29T15:15:35.680, 354.442, 実験を開始するまでしばらくお待ちください・・
2019-01-29T15:15:39.071, 357.833, *
2019-01-29T15:15:59.172, 377.934, これから本番の収録を開始します。
2019-01-29T15:16:02.030, 380.792, *
2019-01-29T15:16:05.820, 384.582, はじめまして・・私の名前は「メイ」です。「対話の実験」の手伝いをしています。今日はよろしくお願いします。
2019-01-29T15:16:15.710, 394.472, *
2019-01-29T15:16:20.196, 398.958, きょうはここまでなにで来られましたか？乗り物は乗りましたか？
2019-01-29T15:16:24.891, 403.653, *
2019-01-29T15:16:31.280, 410.042, ここに来るまで迷いませんでしたか・・
2019-01-29T15:16:34.082, 412.844, *
2019-01-29T15:16:42.718, 421.48, 時間はどのくらいかかりましたか？
2019-01-29T15:16:45.332, 424.094, *
2019-01-29T15:16:57.350, 436.112, きょうは来ていただいてありがとうございます！
2019-01-29T15:17:00.360, 439.122, *
2019-01-29T15:17:04.104, 442.866, それではつぎの話題にうつりたいとおもいます。
2019-01-29T15:17:07.383, 446.145, *
2019-01-29T15:17:10.494, 449.256, それでは「食べ物」について話しましょう！
2019-01-29T15:17:14.509, 453.271, *
2019-01-29T15:17:17.148, 455.91, 甘いものと、からいものどちらがお好きですか？
2019-01-29T15:17:20.729, 459.491, *
2019-01-29T15:17:29.820, 468.582, からい食べものとはどんな食べものが好きですか？
2019-01-29T15:17:33.170, 471.932, *
2019-01-29T15:17:45.646, 484.408, もう少し詳しく教えてください。
2019-01-29T15:17:48.211, 486.973, *
2019-01-29T15:18:03.812, 502.574, そのほかにおすすめのものはありますか？
2019-01-29T15:18:06.750, 505.512, *
2019-01-29T15:18:30.270, 529.032, なるほど、そうなんですね。
2019-01-29T15:18:32.751, 531.513, *
2019-01-29T15:18:39.474, 538.236, それではつぎの話題にうつりたいとおもいます。
2019-01-29T15:18:42.693, 541.455, *
2019-01-29T15:18:45.259, 544.021, 次に「お休みの日の過ごし方」についてお話ししましょう！
2019-01-29T15:18:50.394, 549.156, *
2019-01-29T15:18:53.312, 552.074, 休日は家で過ごすほうが多いですか？外出することが多いですか？
2019-01-29T15:18:58.430, 557.192, *
2019-01-29T15:19:04.044, 562.806, そとで過ごすときはスポーツをしたりしますか・・
2019-01-29T15:19:07.320, 566.082, *
2019-01-29T15:19:24.972, 583.734, なるほど、そうなんですね。
2019-01-29T15:19:27.440, 586.202, *
2019-01-29T15:19:31.056, 589.818, スポーツはするほうが好きですか？それとも見るほうが好きですか？
2019-01-29T15:19:35.902, 594.664, *
2019-01-29T15:19:46.727, 605.489, 健康のため、とか、リフレッシュするため、とかですか？
2019-01-29T15:19:51.681, 610.443, *
2019-01-29T15:20:07.979, 626.741, なにかおすすめのスポーツ観戦はありますか？
2019-01-29T15:20:11.260, 630.022, *
2019-01-29T15:20:27.618, 646.38, もう少し詳しく教えてください。
2019-01-29T15:20:30.146, 648.908, *
2019-01-29T15:20:55.702, 674.464, なるほど、面白そうですね！
2019-01-29T15:20:58.461, 677.223, *
2019-01-29T15:21:01.377, 680.139, 2020年には、オリンピックが日本で開催されるようですね。ご存じですか？
2019-01-29T15:21:07.805, 686.567, *
2019-01-29T15:21:11.567, 690.329, オリンピックは今までに見たことはありますか？
2019-01-29T15:21:14.840, 693.602, *
2019-01-29T15:21:19.840, 698.602, 日本で開催されるオリンピックを、見にいく予定はありますか？
2019-01-29T15:21:24.703, 703.465, *
2019-01-29T15:21:36.904, 715.666, なるほど、そうなんですね。
2019-01-29T15:21:39.362, 718.124, *
2019-01-29T15:21:52.162, 730.924, それではつぎの話題にうつりたいとおもいます。
2019-01-29T15:21:55.362, 734.124, *
2019-01-29T15:21:57.768, 736.53, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？
2019-01-29T15:22:06.673, 745.435, *
2019-01-29T15:22:20.504, 759.266, 「エスエヌエス」を利用して、何か面白かったことはありますか・・
2019-01-29T15:22:25.840, 764.602, *
2019-01-29T15:22:45.853, 784.615, なるほど、そういうふうに利用されているのですね。
2019-01-29T15:22:49.801, 788.563, *
2019-01-29T15:22:52.502, 791.264, おすすめの便利なきのうとかはありますか？
2019-01-29T15:22:55.561, 794.323, *
2019-01-29T15:23:07.221, 805.983, 「エスエヌエス」を利用していてハプニングにあったことはありますか？
2019-01-29T15:23:12.101, 810.863, *
2019-01-29T15:23:20.733, 819.495, 「エスエヌエス」を利用していてハプニングにあったことはありますか？
2019-01-29T15:23:25.602, 824.364, *
2019-01-29T15:23:58.685, 857.447, たいへんでしたね。
2019-01-29T15:24:00.161, 858.923, *
2019-01-29T15:24:06.863, 865.625, ほかにたいへんだったことはありますか・・
2019-01-29T15:24:09.720, 868.482, *
2019-01-29T15:24:17.696, 876.458, はい、そうです。
2019-01-29T15:24:19.586, 878.348, *
2019-01-29T15:24:28.097, 886.859, ありがとうございました・・
2019-01-29T15:24:30.003, 888.765, *
2019-01-29T15:24:32.097, 890.859, それではつぎの話題にうつりたいとおもいます。
2019-01-29T15:24:35.281, 894.043, *
2019-01-29T15:24:37.555, 896.317, それでは少し「学校」について話しましょう！
2019-01-29T15:24:42.080, 900.842, *
2019-01-29T15:24:43.985, 902.747, 学生時代で、楽しかったエピソードを教えてください・・
2019-01-29T15:24:48.361, 907.123, *
2019-01-29T15:25:12.603, 931.365, その時、どんなことをしたのですか？
2019-01-29T15:25:15.816, 934.574, *
2019-01-29T15:25:44.081, 962.843, それは楽しい時間でしたね！
2019-01-29T15:25:46.425, 965.187, *
2019-01-29T15:25:48.616, 967.378, 運動会や、学芸会などのイベントで面白かった体験はありますか？
2019-01-29T15:25:54.071, 972.833, *
2019-01-29T15:26:17.334, 996.096, ほかにエピソードはありますか？
2019-01-29T15:26:19.611, 998.373, *
2019-01-29T15:26:41.085, 1019.847, なるほど、そうなんですね。
2019-01-29T15:26:43.530, 1022.292, *
2019-01-29T15:26:45.153, 1023.915, それは楽しい時間でしたね！
2019-01-29T15:26:47.451, 1026.213, *
2019-01-29T15:26:51.949, 1030.711, そうですか、貴重な体験談をありがとうございました・・
2019-01-29T15:26:56.211, 1034.973, *
2019-01-29T15:26:58.667, 1037.429, それでは「旅行」について話しましょう
2019-01-29T15:27:02.571, 1041.333, *
2019-01-29T15:27:05.127, 1043.889, さいきん旅行には行きましたか？
2019-01-29T15:27:07.670, 1046.432, *
2019-01-29T15:27:32.233, 1070.995, 今までいった「旅行」で特におすすめの場所はありますか？
2019-01-29T15:27:37.150, 1075.912, *
2019-01-29T15:28:06.007, 1104.769, その旅先で美味しい食べ物はたべましたか・・
